Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
1867,maintenance,Request to clean the bird droppings from the windows.,2024-04-11,308370048,in progress
1868,books,Request for 'Medical Microbiology' for the health sciences collection.,2024-05-31,356568279,closed
1869,books,Seeking 'The Art of Computer Programming' by Donald Knuth for the algorithms section.,2024-10-05,277425112,in progress
1870,books,Request to add 'Blink' by Malcolm Gladwell to the psychology section.,2024-10-07,355302167,done
1871,maintenance,Requesting maintenance for the faulty heating system in the reading room.,2024-03-16,357314350,done
1872,maintenance,Need to repair the damaged book return dropbox.,2024-08-30,291563328,done
1873,other,Seeking to launch a digital literacy campaign for seniors.,2024-03-04,258688852,in progress
1874,other,Requesting help with the library's participation in the community parade.,2024-06-06,287396774,in progress
1875,room,Request to use the green room for a video shoot.,2024-01-18,210316964,done
1876,room,Requesting the use of the group study room for a brainstorming session.,2024-05-12,386152789,done
1877,room,Looking to reserve the open space area for a hackathon.,2024-03-08,266543669,closed
1878,books,Seeking the complete works of Shakespeare for the drama department.,2024-10-02,314024977,waiting
1879,room,Requesting the use of the main library steps for a public demonstration.,2024-05-11,200229912,waiting
1880,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-03-10,282034214,closed
1881,books,Looking to acquire 'The Structure of Scientific Revolutions' by Thomas Kuhn.,2024-09-12,319608246,closed
1882,other,Looking to create a video series on library services.,2024-09-06,201154135,waiting
1883,maintenance,Looking to fix the electrical issues in the staff office.,2024-07-05,374983211,closed
1884,books,Looking to add 'Biochemistry: Concepts and Connections' to the biology section.,2024-04-01,256757899,waiting
1885,other,Looking to coordinate with local schools for library tours.,2024-06-13,279782528,done
1886,room,Requesting the use of the demonstration kitchen for a cooking class.,2024-07-04,386152789,done
1887,room,Need a private room for a legal consultation session.,2024-04-07,203027586,waiting
1888,maintenance,Seeking to replace the broken chairs in the community room.,2024-09-20,292019064,closed
1889,room,Requesting the use of the digital media room for a photography editing workshop.,2024-04-11,269246864,closed
1890,books,Requesting 'Cosmos' by Carl Sagan for the astronomy section.,2024-01-23,261844724,closed
1891,books,"Request to add 'Thinking, Fast and Slow' by Daniel Kahneman to the cognitive sciences collection.",2024-05-27,253714257,done
1892,other,Looking to establish a library chess club.,2024-07-01,380543645,closed
1893,books,Seeking to obtain 'The Art of War' by Sun Tzu for the strategy section.,2024-10-14,305749822,in progress
1894,books,Need to purchase 'Quiet: The Power of Introverts' for the psychology section.,2024-01-31,388993412,done
1895,room,Need a presentation room for a marketing strategy meeting.,2024-10-03,273665802,closed
1896,other,Request to develop a reading buddy system for kids.,2024-04-28,390969129,in progress
1897,maintenance,Looking to fix the electrical issues in the staff office.,2024-01-30,219475845,waiting
1898,maintenance,Looking to fix the squeaky floorboards in the auditorium.,2024-10-12,282181411,waiting
1899,room,Looking to reserve the cultural hall for a heritage celebration.,2024-08-04,266543669,waiting
1900,books,Request for 'The Road to Serfdom' by Friedrich Hayek for the economics section.,2024-04-20,311029961,in progress
1901,books,Need additional copies of 'The Iliad' by Homer.,2024-06-09,365340843,done
1902,books,Requesting 'The Design of Everyday Things' by Don Norman for the design section.,2024-11-05,204469027,done
1903,maintenance,Seeking to replace the broken light fixture in the reading nook.,2024-07-07,395540990,in progress
1904,room,Request to book the main lobby for a holiday decoration event.,2024-10-03,222138711,done
1905,room,Seeking to reserve the tech room for a 3D printing workshop.,2024-10-12,283555837,closed
1906,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-06-02,270164833,waiting
1907,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-01-16,200851160,done
1908,books,Request for 'Principles' by Ray Dalio for the finance section.,2024-06-26,343603908,waiting
1909,room,Seeking to book the main library hall for a fundraising gala.,2024-08-18,330470618,waiting
1910,books,Request for 'The Road to Serfdom' by Friedrich Hayek for the economics section.,2024-08-07,206653354,waiting
1911,maintenance,Request to clean the dirt buildup on the windowsills.,2024-04-05,297170813,waiting
1912,other,Seeking to set up a virtual library tour.,2024-01-01,365825033,waiting
1913,other,Need assistance with planning a library gala fundraiser.,2024-03-12,208340844,in progress
1914,other,Need to conduct a survey on library services and patron satisfaction.,2024-06-03,228565115,in progress
1915,other,Looking to establish a book exchange program with other libraries.,2024-09-24,354443129,in progress
1916,books,Need to purchase 'Quiet: The Power of Introverts' for the psychology section.,2024-09-05,208340844,waiting
1917,books,Requesting 'The Book Thief' by Markus Zusak for the historical fiction section.,2024-01-30,362936221,closed
1918,books,Request to replace the worn-out copy of 'Jane Eyre' by Charlotte Brontë.,2024-04-07,202510681,done
1919,maintenance,Request to repair the cracked floor tiles in the main hallway.,2024-05-17,215996018,waiting
1920,other,Seeking to set up a virtual library tour.,2024-01-05,352058077,done
1921,room,Requesting the use of the top floor conference room for a strategy meeting.,2024-09-06,313313090,waiting
1922,books,Seeking 'The Immortal Life of Henrietta Lacks' for the medical history section.,2024-06-13,219845013,closed
1923,room,Requesting the use of the seminar hall for a local author's talk.,2024-02-08,243247319,in progress
1924,maintenance,Need to repair the damaged book cart.,2024-10-08,259978567,done
1925,room,Seeking to book the relaxation room for a mindfulness meditation session.,2024-08-30,244258489,closed
1926,other,Requesting help with setting up a library-run bookshop.,2024-02-22,284819760,waiting
1927,books,Looking for 'The Brief Wondrous Life of Oscar Wao' by Junot Díaz.,2024-03-26,246512818,waiting
1928,other,Looking to develop a library outreach program for underserved communities.,2024-04-12,358242451,waiting
1929,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-02-15,398864504,in progress
1930,other,Looking to create a resource center for small businesses.,2024-06-21,390629145,waiting
1931,room,Need a room for a community gardening club meeting.,2024-04-14,207094053,done
1932,books,Seeking 'The Innovator's Dilemma' by Clayton Christensen for the business section.,2024-08-31,226642718,closed
1933,other,Need assistance with planning a library gala fundraiser.,2024-01-01,363657867,in progress
1934,maintenance,Seeking to replace the broken faucet in the staff restroom.,2024-08-21,372004424,waiting
1935,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-06-15,282181411,waiting
1936,books,Requesting 'The Man Who Knew Infinity' by Robert Kanigel for the biography section.,2024-09-16,343603908,waiting
1937,room,Request to use the digital innovation lab for a coding bootcamp.,2024-08-22,311782056,in progress
1938,room,Need a workshop space for a creative writing seminar.,2024-03-15,270164833,done
1939,books,Seeking 'The Girl with the Dragon Tattoo' by Stieg Larsson for the mystery section.,2024-10-25,329193346,done
1940,room,Request to use the community hall for a neighborhood watch meeting.,2024-11-04,282909407,in progress
1941,maintenance,Request to clean the clogged gutters around the building.,2024-04-21,263340143,waiting
1942,maintenance,Need to repair the damaged book cart.,2024-07-10,268722105,done
1943,room,Looking to reserve the quiet study area for individual study sessions.,2024-01-11,373430313,done
1944,room,Requesting the use of the gallery room for a photography exhibit.,2024-06-30,240447144,closed
1945,room,Looking to reserve the outdoor patio for a summer reading session.,2024-04-30,275973766,done
1946,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-05-07,314552597,waiting
1947,other,Seeking to implement a new software system for book checkouts.,2024-10-19,230006371,closed
1948,room,Seeking to reserve the board room for a board of directors meeting.,2024-08-14,271395493,done
1949,other,Seeking to initiate a library volunteer program.,2024-02-19,381371756,closed
1950,maintenance,Request to repair the faulty light switch in the seminar room.,2024-08-24,355302167,waiting
1951,maintenance,Request to clean the water stains on the walls in the basement.,2024-01-10,316340561,waiting
1952,room,Need a small meeting room for a one-on-one tutoring session.,2024-11-09,263834384,done
1953,other,Requesting support for a library photography contest.,2024-11-01,280739152,in progress
1954,room,Seeking to reserve the outdoor pavilion for a summer reading program kickoff.,2024-08-08,398637793,closed
1955,other,Requesting assistance with hosting a coding bootcamp for teens.,2024-01-04,294799614,done
1956,books,Requesting 'The Power of Now' by Eckhart Tolle for the self-help section.,2024-04-01,363982018,closed
1957,room,Request to book the main lobby for a holiday decoration event.,2024-09-10,391066552,in progress
1958,other,Need to set up a makerspace for STEM activities.,2024-11-02,332284330,closed
1959,books,Looking for 'Sapiens: A Brief History of Humankind' by Yuval Noah Harari.,2024-06-05,208071456,in progress
1960,room,Seeking to reserve the alumni room for a university alumni meeting.,2024-07-30,238861546,closed
1961,books,Requesting 'The Wright Brothers' by David McCullough for the biography section.,2024-06-08,266085976,in progress
1962,books,Need additional copies of 'The Great Gatsby' for the upcoming literature class.,2024-10-16,236476230,done
